,product_key,category,subcategory,product_name,product_rating
1193,10003221,Technology,Phones,Cisco SPA 502G IP Phone,3.88
1194,10004006,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,3.46
1195,10002835,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",4.11
1196,10004129,Furniture,Furnishings,Contemporary Wood/Metal Frame,3.74
1197,10003133,Technology,Phones,Polycom VoiceStation 500 Conference phone,3.89
1198,10003791,Furniture,Furnishings,Document Clip Frames,3.95
1199,10002115,Technology,Phones,AT&T EL51110 DECT,3.53
1200,10004823,Office Supplies,Paper,Xerox 1988,3.16
1201,10000664,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,3.5
1202,10003561,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",4.25
1203,10003275,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,2.96
1204,10002497,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,3.09
1205,10000883,Technology,Phones,AT&T 841000 Phone,3.11
1206,10000459,Office Supplies,Paper,Xerox 1912,2.9
1207,10000973,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",4.18
1208,10003087,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",3.45
1209,10001595,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",3.67
1210,10003671,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,3.91
1211,10001807,Technology,Phones,Polycom SoundStation2 EX Conference phone,3.56
1212,10003712,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",2.25
1213,10003470,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",4.2
1214,10003266,Office Supplies,Binders,3M Organizer Strips,3.71
1215,10002162,Office Supplies,Paper,Xerox 1953,4.0
1216,10001571,Office Supplies,Paper,Xerox 211,3.89
1217,10000427,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,3.94
1218,10003804,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,3.65
1219,10003039,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,3.58
1220,10001176,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,3.7
1221,10000279,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,3.56
1222,10004430,Office Supplies,Paper,Xerox 1914,3.38
1223,10002469,Office Supplies,Art,Newell 336,4.3
1224,10001985,Furniture,Furnishings,Staple-based wall hangings,3.89
1225,10004066,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,4.21
1226,10002839,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",3.84
1227,10001868,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,4.48
1228,10000000,Furniture,Bookcases,Bush Somerset Collection Bookcase,3.29
1229,10002313,Technology,Phones,Apple EarPods with Remote and Mic,3.62
1230,10000728,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,4.02
1231,10000470,Technology,Phones,Apple iPhone 5S,3.26
1232,10004755,Office Supplies,Paper,Xerox 223,4.76
1233,10002760,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",3.75
1234,10004750,Office Supplies,Paper,Xerox 1979,4.22
1235,10003117,Office Supplies,Art,Nontoxic Chalk,3.61
1236,10003527,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,3.76
1237,10002130,Technology,Phones,netTALK DUO VoIP Telephone Service,3.88
1238,10002710,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,3.27
1239,10004472,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,3.71
1240,10000615,Furniture,Furnishings,3M Hangers With Command Adhesive,3.71
1241,10004593,Office Supplies,Storage,Economy Rollaway Files,4.22
1242,10000224,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",3.63
1243,10001813,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,3.72
1244,10004219,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,3.44
1245,10003240,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,3.59
1246,10003486,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",3.54
1247,10002526,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,3.85
1248,10003504,Office Supplies,Art,Barrel Sharpener,4.34
1249,10001362,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,3.39
1250,10002024,Furniture,Tables,Hon 94000 Series Round Tables,3.8
1251,10004036,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",4.2
1252,10000325,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,4.1
1253,10004587,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,3.84
1254,10003616,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,3.42
1255,10004677,Technology,Phones,Nokia Lumia 1020,3.63
1256,10003667,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",4.04
1257,10004062,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",4.0
1258,10003524,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",3.28
1259,10000945,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,3.3
1260,10004764,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,4.03
1261,10000460,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,4.08
1262,10000937,Office Supplies,Art,Newell 336,3.95
1263,10001779,Office Supplies,Paper,Xerox 1982,3.44
1264,10004866,Office Supplies,Art,Newell 346,3.81
1265,10002617,Technology,Phones,PayAnywhere Card Reader,3.44
1266,10004114,Office Supplies,Binders,GBC Recycled VeloBinder Covers,3.96
1267,10003701,Office Supplies,Art,Newell 349,3.76
1268,10001086,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",3.97
1269,10000952,Office Supplies,Binders,Avery Round Ring Poly Binders,3.75
1270,10000958,Office Supplies,Fasteners,"Super Bands, 12/Pack",3.83
1271,10002854,Furniture,Tables,Hon 4060 Series Tables,3.43
1272,10000264,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,4.2
1273,10002172,Furniture,Tables,Bevis 36 x 72 Conference Tables,2.59
1274,10001964,Office Supplies,Supplies,Fiskars Spring-Action Scissors,4.69
1275,10004936,Office Supplies,Paper,Xerox 1892,3.81
1276,10004913,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,3.86
1277,10004082,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,3.95
1278,10002699,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3.54
1279,10000381,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,3.48
1280,10004649,Office Supplies,Art,Barrel Sharpener,3.41
1281,10001304,Office Supplies,Fasteners,Staples,3.14
1282,10002921,Office Supplies,Paper,Xerox 1990,4.12
1283,10002937,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,3.08
1284,10000794,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",3.93
1285,10001891,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",4.49
1286,10003245,Office Supplies,Art,Newell 307,3.19
1287,10004296,Office Supplies,Binders,GBC ProClick Punch Binding System,3.2
1288,10003924,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,4.02
1289,10004060,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,4.29
1290,10004499,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,3.79
1291,10004397,Office Supplies,Paper,Xerox 211,3.1
1292,10002766,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",3.64
1293,10003476,Office Supplies,Paper,Xerox 1930,4.05
1294,10001592,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,3.68
1295,10003312,Office Supplies,Storage,Letter Size File,4.01
1296,10002955,Office Supplies,Paper,Easy-staple paper,2.99
1297,10004817,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,4.25
1298,10003459,Office Supplies,Paper,Xerox 1884,3.71
1299,10000950,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,4.22
1300,10001796,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",4.16
1301,10002605,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,3.28
1302,10004901,Office Supplies,Paper,Tops Wirebound Message Log Books,3.51
1303,10001999,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,3.76
1304,10002663,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,4.04
1305,10004308,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",3.74
1306,10002606,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,3.66
1307,10003846,Office Supplies,Binders,Plastic Binding Combs,3.61
1308,10002016,Technology,Accessories,Dell Slim USB Multimedia Keyboard,3.82
1309,10002070,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",3.6
1310,10004536,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,3.49
1311,10002365,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",4.27
1312,10001483,Technology,Accessories,First Data FD10 PIN Pad,3.74
1313,10004140,Furniture,Tables,KI Adjustable-Height Table,3.3
1314,10001172,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,4.23
1315,10003485,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,3.91
1316,10003217,Furniture,Furnishings,Nu-Dell Executive Frame,3.9
1317,10003156,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,3.93
1318,10003534,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",3.41
1319,10002255,Office Supplies,Binders,Prestige Round Ring Binders,4.01
1320,10000051,Furniture,Furnishings,Longer-Life Soft White Bulbs,2.38
1321,10004138,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",3.36
1322,10001992,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,3.67
1323,10001764,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",
1324,10002922,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,3.67
1325,10004158,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",3.73
1326,10003413,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",4.3
1327,10002466,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,4.19
1328,10004915,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",4.24
1329,10001866,Office Supplies,Binders,Tuf-Vin Binders,4.14
1330,10003139,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",4.02
1331,10002179,Office Supplies,Paper,Xerox 1942,4.23
1332,10003960,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,3.62
1333,10001536,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",3.75
1334,10002899,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,3.53
1335,10004268,Furniture,Tables,Hon 2111 Invitation Series Straight Table,4.17
1336,10001342,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3.98
1337,10001908,Office Supplies,Paper,Xerox 219,4.22
1338,10002097,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",3.56
1339,10004837,Office Supplies,Art,Staples in misc. colors,4.16
1340,10002293,Technology,Phones,BlackBerry Q10,2.5
1341,10000697,Technology,Phones,Belkin iPhone and iPad Lightning Cable,3.77
1342,10002951,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.69
1343,10003986,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,3.67
1344,10001480,Office Supplies,Paper,Xerox 231,4.05
1345,10002795,Furniture,Chairs,"Global Value Steno Chair, Gray",3.63
1346,10001386,Furniture,Bookcases,Sauder Inglewood Library Bookcases,3.78
1347,10002673,Office Supplies,Storage,Standard Rollaway File with Lock,3.76
1348,10002322,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,3.92
1349,10004720,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,3.92
1350,10003096,Office Supplies,Envelopes,Multimedia Mailers,3.1
1351,10004056,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",3.24
1352,10000680,Office Supplies,Paper,Xerox 1964,2.36
1353,10002062,Office Supplies,Paper,Xerox 1952,3.57
1354,10000537,Office Supplies,Paper,Xerox 226,3.57
1355,10003597,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,4.07
1356,10004559,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,3.73
1357,10001285,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,4.1
1358,10001403,Office Supplies,Paper,Xerox 222,3.17
1359,10000128,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,3.38
1360,10003560,Office Supplies,Binders,Large Capacity Hanging Post Binders,3.87
1361,10001409,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,3.15
1362,10003741,Office Supplies,Art,Nontoxic Chalk,3.69
1363,10002567,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",2.26
1364,10003849,Technology,Phones,Panasonic KX TS208W Corded phone,2.94
1365,10001988,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",3.79
1366,10004427,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,4.04
1367,10001473,Office Supplies,Paper,White GlueTop Scratch Pads,4.33
1368,10000353,Furniture,Furnishings,Eldon Wave Desk Accessories,4.36
1369,10004214,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,4.43
1370,10001977,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,4.62
1371,10004198,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,3.86
1372,10003730,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,3.43
1373,10003437,Office Supplies,Storage,Sterilite Show Offs Storage Containers,3.68
1374,10000188,Office Supplies,Paper,Xerox 205,3.55
1375,10000542,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.58
1376,10002625,Office Supplies,Art,Newell 31,3.9
1377,10001805,Office Supplies,Binders,Zipper Ring Binder Pockets,3.88
1378,10000025,Office Supplies,Binders,Wilson Jones Active Use Binders,3.92
1379,10004446,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",3.46
1380,10001232,Furniture,Tables,"Bevis Oval Conference Table, Walnut",3.44
1381,10001678,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",3.76
1382,10003395,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,4.21
1383,10003523,Technology,Phones,Digium D40 VoIP phone,3.82
1384,10002761,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,3.93
1385,10001205,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,3.93
1386,10001489,Furniture,Tables,Hon 2111 Invitation Series Straight Table,4.17
1387,10000748,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,3.76
1388,10004781,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,3.09
1389,10004052,Furniture,Chairs,Hon Pagoda Stacking Chairs,3.76
1390,10000432,Office Supplies,Art,Newell 345,3.68
1391,10003490,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,3.63
1392,10000252,Office Supplies,Storage,Safco Industrial Shelving,3.86
1393,10002810,Office Supplies,Binders,GBC Plastic Binding Combs,4.12
1394,10000178,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,3.96
1395,10003815,Office Supplies,Paper,Xerox 1894,3.29
1396,10003376,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,4.03
1397,10004939,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",3.79
1398,10004687,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",3.39
1399,10002358,Office Supplies,Binders,Surelock Post Binders,3.37
1400,10003263,Furniture,Chairs,Global Italian Leather Office Chair,3.82
1401,10002907,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,3.12
1402,10001270,Office Supplies,Paper,Xerox 1948,3.54
1403,10001042,Technology,Phones,PowerGen Dual USB Car Charger,3.93
1404,10002857,Technology,Accessories,Maxell 4.7GB DVD-R,3.46
1405,10000919,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,3.68
1406,10003126,Office Supplies,Paper,Xerox 1937,4.15
1407,10000262,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",4.01
1408,10002670,Technology,Accessories,Logitech Wireless Marathon Mouse M705,3.18
1409,10003158,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,4.11
1410,10004794,Office Supplies,Paper,Wirebound Voice Message Log Book,4.27
1411,10000267,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.73
1412,10004447,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",3.85
1413,10002470,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,4.22
1414,10000386,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",3.6
1415,10004307,Furniture,Chairs,"Global Stack Chair with Arms, Black",3.51
1416,10001337,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",4.67
1417,10004041,Furniture,Chairs,Hon Olson Stacker Chairs,3.21
1418,10001109,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3.59
1419,10003108,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3.29
1420,10004026,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,4.41
1421,10002829,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",4.22
1422,10003429,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4.17
1423,10000440,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,3.76
1424,10002755,Office Supplies,Binders,Canvas Sectional Post Binders,3.91
1425,10001743,Furniture,Chairs,"Global Leather Task Chair, Black",3.84
1426,10003957,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.54
1427,10003606,Office Supplies,Paper,Xerox 232,3.92
1428,10002151,Office Supplies,Labels,Avery 505,4.04
1429,10002512,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,3.76
1430,10002807,Office Supplies,Paper,Xerox 1928,3.62
1431,10002495,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,3.93
1432,10000781,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",3.29
1433,10001047,Office Supplies,Storage,Iris Project Case,3.16
1434,10003134,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,3.41
1435,10001074,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",4.15
1436,10002320,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,3.43
1437,10003067,Office Supplies,Storage,Fellowes Recycled Storage Drawers,3.53
1438,10001081,Technology,Accessories,Microsoft Sculpt Comfort Mouse,3.19
1439,10002645,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",3.97
1440,10002657,Office Supplies,Storage,Eldon File Chest Portable File,1.78
1441,10001201,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,3.0
1442,10002235,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",4.55
1443,10004529,Office Supplies,Paper,Xerox 1913,3.32
1444,10003840,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,4.13
1445,10004467,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,3.86
1446,10004671,Technology,Accessories,Logitech M510 Wireless Mouse,3.81
1447,10000895,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,3.4
1448,10003538,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",4.05
1449,10000213,Technology,Phones,Adtran 1202752G1,4.14
1450,10001584,Furniture,Furnishings,Ultra Door Pull Handle,3.91
1451,10003895,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",4.17
1452,10001268,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,3.27
1453,10000792,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",3.47
1454,10000099,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,3.55
1455,10003145,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,4.06
1456,10003729,Office Supplies,Paper,Xerox 1929,3.51
1457,10001150,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",3.45
1458,10004872,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,2.35
1459,10002989,Furniture,Furnishings,DAX Wood Document Frame.,3.94
1460,10004163,Technology,Phones,Jensen SMPS-640 - speaker phone,4.19
1461,10002087,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",3.61
1462,10002635,Technology,Phones,Ooma Telo VoIP Home Phone System,3.52
1463,10001430,Office Supplies,Paper,Xerox 1925,3.72
1464,10000024,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,4.13
1465,10004884,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,4.12
1466,10003410,Office Supplies,Art,Prang Dustless Chalk Sticks,3.15
1467,10003884,Office Supplies,Supplies,Fiskars Softgrip Scissors,4.29
1468,10000702,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,3.76
1469,10003274,Office Supplies,Binders,Avery Hole Reinforcements,3.7
1470,10003367,Office Supplies,Storage,Safco Commercial Shelving,3.66
1471,10003883,Technology,Phones,AT&T 17929 Lendline Telephone,2.44
1472,10000466,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,3.45
1473,10002588,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,3.67
1474,10001442,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,3.55
1475,10002242,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,4.3
1476,10001631,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.81
1477,10003101,Technology,Phones,GE 2-Jack Phone Line Splitter,3.57
1478,10001346,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",4.04
1479,10003851,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,
1480,10004883,Technology,Phones,LG G2,4.22
1481,10001168,Office Supplies,Binders,Avery Durable Binders,3.66
1482,10000751,Office Supplies,Paper,Xerox 1995,4.16
1483,10002342,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",3.74
1484,10003097,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",4.51
1485,10002544,Technology,Accessories,Logitech Wireless Marathon Mouse M705,3.09
1486,10002704,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",3.1
1487,10004920,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",3.72
1488,10002787,Technology,Phones,Ooma Telo VoIP Home Phone System,4.35
1489,10004232,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,3.44
1490,10003050,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,4.3
1491,10002503,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,3.82
1492,10004813,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,3.97
1493,10003123,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.59
1494,10001861,Technology,Accessories,Enermax Aurora Lite Keyboard,3.72
1495,10000493,Office Supplies,Art,Newell 327,3.85
1496,10002513,Office Supplies,Fasteners,Colored Push Pins,3.93
1497,10004083,Office Supplies,Art,12 Colored Short Pencils,3.04
1498,10001824,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",4.12
1499,10000486,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,4.23
1500,10000491,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,3.18
1501,10001349,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",3.81
1502,10000789,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,3.85
1503,10001181,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",2.91
1504,10000291,Office Supplies,Paper,Xerox 223,3.82
1505,10002701,Office Supplies,Storage,Tennsco Double-Tier Lockers,4.1
1506,10002561,Technology,Phones,HTC One Mini,2.24
1507,10004167,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,4.07
1508,10003460,Office Supplies,Paper,Advantus Motivational Note Cards,4.48
1509,10004153,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,3.66
1510,10003631,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,4.39
1511,10002360,Technology,Phones,Panasonic KX TS3282W Corded phone,4.2
1512,10003199,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,2.53
1513,10003374,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,3.98
1514,10003268,Technology,Phones,PNY Rapid USB Car Charger - Black,3.89
1515,10003140,Furniture,Bookcases,Sauder Camden County Collection Library,4.37
1516,10002565,Technology,Machines,Okidata C331dn Printer,3.18
1517,10001614,Office Supplies,Paper,Xerox 1960,3.83
1518,10004368,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,4.15
1519,10004722,Office Supplies,Binders,Catalog Binders with Expanding Posts,2.8
1520,10000901,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,3.47
1521,10000277,Technology,Accessories,Microsoft Arc Touch Mouse,3.19
1522,10003915,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,3.91
1523,10003352,Furniture,Tables,KI Adjustable-Height Table,4.16
1524,10004897,Office Supplies,Art,Newell 309,3.92
1525,10000661,Furniture,Tables,Laminate Occasional Tables,3.43
1526,10004625,Office Supplies,Binders,GBC Durable Plastic Covers,2.94
1527,10003828,Office Supplies,Envelopes,Security-Tint Envelopes,3.7
1528,10001082,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",4.06
